mes,verificacao,escopo,esperado,obtido,diferenca,diferenca_pct,situacao,detalhe
2021-04,mes_declarado,2021-04,,,,,ok,2021-04
2021-04,subtotal_sub_segmento,automoveis/Grandcab,1135,1135,0,,ok,cauda nao publicada: 0 unidades
2021-04,subtotal_sub_segmento,automoveis/Hatch Médios,151,143,-8,-5.2980,cauda_truncada,cauda nao publicada: 8 unidades
2021-04,subtotal_sub_segmento,automoveis/Hatch Pequenos,28438,28418,-20,-0.0703,ok,cauda nao publicada: 20 unidades
2021-04,subtotal_sub_segmento,automoveis/Monocab,769,769,0,,ok,cauda nao publicada: 0 unidades
2021-04,subtotal_sub_segmento,automoveis/Sedans Compactos,9787,9787,0,,ok,cauda nao publicada: 0 unidades
2021-04,subtotal_sub_segmento,automoveis/Sedans Grandes,702,667,-35,-4.9858,cauda_truncada,cauda nao publicada: 35 unidades
2021-04,subtotal_sub_segmento,automoveis/Sedans Pequenos,7737,7737,0,,ok,cauda nao publicada: 0 unidades
2021-04,subtotal_sub_segmento,automoveis/Sedans médios,5298,5298,0,,ok,cauda nao publicada: 0 unidades
2021-04,subtotal_sub_segmento,automoveis/Sports,313,290,-23,-7.3482,cauda_truncada,cauda nao publicada: 23 unidades
2021-04,subtotal_sub_segmento,automoveis/Suv's,53608,52544,-1064,-1.9848,cauda_truncada,cauda nao publicada: 1064 unidades
2021-04,subtotal_sub_segmento,automoveis/Sw Grandes,16,16,0,,ok,cauda nao publicada: 0 unidades
2021-04,subtotal_sub_segmento,automoveis/Sw Médios,4,4,0,,ok,cauda nao publicada: 0 unidades
2021-04,subtotal_sub_segmento,automoveis/Veículos de Entrada,19451,19451,0,,ok,cauda nao publicada: 0 unidades
2021-04,subtotal_sub_segmento,comerciais_leves/Furgões,2123,1697,-426,-20.0659,cauda_truncada,cauda nao publicada: 426 unidades
2021-04,subtotal_sub_segmento,comerciais_leves/Furgões Pequenos,1366,1366,0,,ok,cauda nao publicada: 0 unidades
2021-04,subtotal_sub_segmento,comerciais_leves/Pick-up's Grandes,17643,17640,-3,-0.0170,ok,cauda nao publicada: 3 unidades
2021-04,subtotal_sub_segmento,comerciais_leves/Pick-up's Pequenas,15314,15314,0,,ok,cauda nao publicada: 0 unidades
2021-04,ranking_x_sub_segmento,2021-04,156291,156291,0,,ok,0 modelos divergentes de 74 conferidos; desvio de volume 0.0000%
2021-04,cobertura,automoveis,127453,126259,-1194,-0.9368,medido,cobertura=99.06%
2021-04,cobertura,comerciais_leves,36449,36446,-3,-0.0082,medido,cobertura=99.99%
