mes,verificacao,escopo,esperado,obtido,diferenca,diferenca_pct,situacao,detalhe
2005-02,mes_declarado,2005-02,,,,,ok,2005-02
2005-02,subtotal_sub_segmento,automoveis/Grandcab,2255,2255,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Hatch Médios,5005,5005,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Hatch Pequenos,13294,13294,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Monocab,4552,4552,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Sedans Compactos,2169,2169,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Sedans Grandes,390,390,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Sedans Pequenos,13460,13460,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Sedans médios,5351,5351,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Sports,34,34,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Suv's,4934,4934,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Sw Grandes,540,540,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Sw Médios,3390,3390,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,automoveis/Veículos de Entrada,40156,40156,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,comerciais_leves/Furgões,1832,1832,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,comerciais_leves/Furgões Pequenos,1334,1334,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,comerciais_leves/Pick-up's Grandes,2858,2858,0,,ok,cauda nao publicada: 0 unidades
2005-02,subtotal_sub_segmento,comerciais_leves/Pick-up's Pequenas,6044,6044,0,,ok,cauda nao publicada: 0 unidades
2005-02,ranking_x_sub_segmento,2005-02,106943,106943,0,,ok,0 modelos divergentes de 76 conferidos; desvio de volume 0.0000%
2005-02,cobertura,automoveis,95681,95530,-151,-0.1578,medido,cobertura=99.84%
2005-02,cobertura,comerciais_leves,12213,12212,-1,-0.0082,medido,cobertura=99.99%
