mes,verificacao,escopo,esperado,obtido,diferenca,diferenca_pct,situacao,detalhe
2011-07,mes_declarado,2011-07,,,,,ok,2011-07
2011-07,subtotal_sub_segmento,automoveis/Grandcab,1603,1603,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Hatch Médios,13323,13323,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Hatch Pequenos,40670,40670,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Monocab,9304,9304,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Sedans Compactos,7475,7475,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Sedans Grandes,2720,2720,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Sedans Pequenos,36988,36988,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Sedans médios,16489,16489,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Sports,240,240,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Suv's,20635,20635,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Sw Grandes,840,840,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Sw Médios,4306,4306,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,automoveis/Veículos de Entrada,82941,82941,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,comerciais_leves/Furgões,6615,6615,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,comerciais_leves/Furgões Pequenos,2709,2709,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,comerciais_leves/Pick-up's Grandes,12041,12041,0,,ok,cauda nao publicada: 0 unidades
2011-07,subtotal_sub_segmento,comerciais_leves/Pick-up's Pequenas,22735,22735,0,,ok,cauda nao publicada: 0 unidades
2011-07,ranking_x_sub_segmento,2011-07,253827,253817,-10,-0.0039,ok,3 modelos divergentes de 78 conferidos; desvio de volume 0.0039%
2011-07,cobertura,automoveis,242128,237534,-4594,-1.8973,medido,cobertura=98.10%
2011-07,cobertura,comerciais_leves,45819,45793,-26,-0.0567,medido,cobertura=99.94%
