mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2007-05,automoveis,Grandcab,2114,2114,4,0,2007-05.pdf
2007-05,automoveis,Hatch Médios,7890,7890,6,0,2007-05.pdf
2007-05,automoveis,Hatch Pequenos,23641,23641,7,0,2007-05.pdf
2007-05,automoveis,Monocab,8508,8508,10,0,2007-05.pdf
2007-05,automoveis,Sedans Compactos,3379,3379,5,0,2007-05.pdf
2007-05,automoveis,Sedans Grandes,584,584,12,0,2007-05.pdf
2007-05,automoveis,Sedans Pequenos,26940,26940,9,0,2007-05.pdf
2007-05,automoveis,Sedans médios,14675,14675,21,0,2007-05.pdf
2007-05,automoveis,Sports,76,76,9,0,2007-05.pdf
2007-05,automoveis,Suv's,9200,9200,40,0,2007-05.pdf
2007-05,automoveis,Sw Grandes,1433,1433,11,0,2007-05.pdf
2007-05,automoveis,Sw Médios,6231,6231,4,0,2007-05.pdf
2007-05,automoveis,Veículos de Entrada,74555,74555,8,0,2007-05.pdf
2007-05,comerciais_leves,Furgões,3288,3288,7,0,2007-05.pdf
2007-05,comerciais_leves,Furgões Pequenos,1626,1626,4,0,2007-05.pdf
2007-05,comerciais_leves,Pick-up's Grandes,5882,5882,11,0,2007-05.pdf
2007-05,comerciais_leves,Pick-up's Pequenas,8960,8960,6,0,2007-05.pdf
