mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2011-01,automoveis,Grandcab,1587,1587,4,0,2011-01.pdf
2011-01,automoveis,Hatch Médios,11666,11666,6,0,2011-01.pdf
2011-01,automoveis,Hatch Pequenos,34022,34022,11,0,2011-01.pdf
2011-01,automoveis,Monocab,7980,7980,11,0,2011-01.pdf
2011-01,automoveis,Sedans Compactos,6380,6380,6,0,2011-01.pdf
2011-01,automoveis,Sedans Grandes,1903,1903,12,0,2011-01.pdf
2011-01,automoveis,Sedans Pequenos,29871,29871,10,0,2011-01.pdf
2011-01,automoveis,Sedans médios,12472,12472,21,0,2011-01.pdf
2011-01,automoveis,Sports,294,294,9,0,2011-01.pdf
2011-01,automoveis,Suv's,16750,16750,40,0,2011-01.pdf
2011-01,automoveis,Sw Grandes,511,511,7,0,2011-01.pdf
2011-01,automoveis,Sw Médios,4150,4150,4,0,2011-01.pdf
2011-01,automoveis,Veículos de Entrada,64852,64852,7,0,2011-01.pdf
2011-01,comerciais_leves,Furgões,5265,5265,7,0,2011-01.pdf
2011-01,comerciais_leves,Furgões Pequenos,1867,1867,4,0,2011-01.pdf
2011-01,comerciais_leves,Pick-up's Grandes,9763,9763,11,0,2011-01.pdf
2011-01,comerciais_leves,Pick-up's Pequenas,15711,15711,6,0,2011-01.pdf
