mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2017-09,automoveis,Grandcab,2393,2390,4,3,2017-09.pdf
2017-09,automoveis,Hatch Médios,1403,1354,6,49,2017-09.pdf
2017-09,automoveis,Hatch Pequenos,44298,43687,11,611,2017-09.pdf
2017-09,automoveis,Monocab,2154,2154,11,0,2017-09.pdf
2017-09,automoveis,Sedans Compactos,3202,3201,6,1,2017-09.pdf
2017-09,automoveis,Sedans Grandes,674,624,12,50,2017-09.pdf
2017-09,automoveis,Sedans Pequenos,25339,25339,10,0,2017-09.pdf
2017-09,automoveis,Sedans médios,14055,14027,21,28,2017-09.pdf
2017-09,automoveis,Sports,107,80,9,27,2017-09.pdf
2017-09,automoveis,Suv's,35262,34476,40,786,2017-09.pdf
2017-09,automoveis,Sw Grandes,57,57,7,0,2017-09.pdf
2017-09,automoveis,Sw Médios,402,402,4,0,2017-09.pdf
2017-09,automoveis,Veículos de Entrada,38653,38652,9,1,2017-09.pdf
2017-09,comerciais_leves,Furgões,1366,1235,7,131,2017-09.pdf
2017-09,comerciais_leves,Furgões Pequenos,1272,1272,4,0,2017-09.pdf
2017-09,comerciais_leves,Pick-up's Grandes,13615,13609,11,6,2017-09.pdf
2017-09,comerciais_leves,Pick-up's Pequenas,9307,9307,6,0,2017-09.pdf
