mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2010-02,automoveis,Grandcab,1402,1402,4,0,2010-02.pdf
2010-02,automoveis,Hatch Médios,10715,10715,6,0,2010-02.pdf
2010-02,automoveis,Hatch Pequenos,29627,29627,10,0,2010-02.pdf
2010-02,automoveis,Monocab,9765,9765,11,0,2010-02.pdf
2010-02,automoveis,Sedans Compactos,4606,4606,5,0,2010-02.pdf
2010-02,automoveis,Sedans Grandes,1014,1014,12,0,2010-02.pdf
2010-02,automoveis,Sedans Pequenos,31285,31285,10,0,2010-02.pdf
2010-02,automoveis,Sedans médios,11827,11827,21,0,2010-02.pdf
2010-02,automoveis,Sports,127,127,9,0,2010-02.pdf
2010-02,automoveis,Suv's,13117,13117,40,0,2010-02.pdf
2010-02,automoveis,Sw Grandes,155,155,8,0,2010-02.pdf
2010-02,automoveis,Sw Médios,4905,4905,4,0,2010-02.pdf
2010-02,automoveis,Veículos de Entrada,60101,60101,8,0,2010-02.pdf
2010-02,comerciais_leves,Furgões,4739,4739,7,0,2010-02.pdf
2010-02,comerciais_leves,Furgões Pequenos,1533,1533,4,0,2010-02.pdf
2010-02,comerciais_leves,Pick-up's Grandes,7748,7748,11,0,2010-02.pdf
2010-02,comerciais_leves,Pick-up's Pequenas,14671,14671,6,0,2010-02.pdf
