mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2025-03,automoveis,Grandcab,1417,1415,4,2,2025-03.pdf
2025-03,automoveis,Hatch Médios,30,28,6,2,2025-03.pdf
2025-03,automoveis,Hatch Pequenos,35324,35271,12,53,2025-03.pdf
2025-03,automoveis,Monocab,1,1,1,0,2025-03.pdf
2025-03,automoveis,Sedans Compactos,10223,10223,6,0,2025-03.pdf
2025-03,automoveis,Sedans Grandes,594,582,12,12,2025-03.pdf
2025-03,automoveis,Sedans Pequenos,4071,4071,5,0,2025-03.pdf
2025-03,automoveis,Sedans médios,5562,5562,18,0,2025-03.pdf
2025-03,automoveis,Sports,265,245,9,20,2025-03.pdf
2025-03,automoveis,Suv's,74349,71860,40,2489,2025-03.pdf
2025-03,automoveis,Sw Grandes,8,8,2,0,2025-03.pdf
2025-03,automoveis,Sw Médios,0,0,0,0,2025-03.pdf
2025-03,automoveis,Veículos de Entrada,9639,9639,7,0,2025-03.pdf
2025-03,comerciais_leves,Furgões,3667,2773,7,894,2025-03.pdf
2025-03,comerciais_leves,Furgões Pequenos,2119,2116,4,3,2025-03.pdf
2025-03,comerciais_leves,Pick-up's Grandes,20766,19232,11,1534,2025-03.pdf
2025-03,comerciais_leves,Pick-up's Pequenas,15947,15947,3,0,2025-03.pdf
