mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2022-02,automoveis,Grandcab,127,127,4,0,2022-02.pdf
2022-02,automoveis,Hatch Médios,136,132,6,4,2022-02.pdf
2022-02,automoveis,Hatch Pequenos,22185,22151,12,34,2022-02.pdf
2022-02,automoveis,Monocab,138,138,3,0,2022-02.pdf
2022-02,automoveis,Sedans Compactos,9379,9378,6,1,2022-02.pdf
2022-02,automoveis,Sedans Grandes,689,681,12,8,2022-02.pdf
2022-02,automoveis,Sedans Pequenos,7086,7086,10,0,2022-02.pdf
2022-02,automoveis,Sedans médios,3977,3977,15,0,2022-02.pdf
2022-02,automoveis,Sports,143,124,9,19,2022-02.pdf
2022-02,automoveis,Suv's,43483,42716,40,767,2022-02.pdf
2022-02,automoveis,Sw Grandes,5,5,3,0,2022-02.pdf
2022-02,automoveis,Sw Médios,0,0,1,0,2022-02.pdf
2022-02,automoveis,Veículos de Entrada,10184,10184,7,0,2022-02.pdf
2022-02,comerciais_leves,Furgões,2206,1859,7,347,2022-02.pdf
2022-02,comerciais_leves,Furgões Pequenos,1614,1613,4,1,2022-02.pdf
2022-02,comerciais_leves,Pick-up's Grandes,11220,11214,11,6,2022-02.pdf
2022-02,comerciais_leves,Pick-up's Pequenas,7559,7559,6,0,2022-02.pdf
