mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2020-12,automoveis,Grandcab,1279,1279,4,0,2020-12.pdf
2020-12,automoveis,Hatch Médios,284,262,6,22,2020-12.pdf
2020-12,automoveis,Hatch Pequenos,55483,55203,12,280,2020-12.pdf
2020-12,automoveis,Monocab,1016,1016,4,0,2020-12.pdf
2020-12,automoveis,Sedans Compactos,20609,20598,6,11,2020-12.pdf
2020-12,automoveis,Sedans Grandes,1103,1042,12,61,2020-12.pdf
2020-12,automoveis,Sedans Pequenos,14901,14901,10,0,2020-12.pdf
2020-12,automoveis,Sedans médios,9734,9733,21,1,2020-12.pdf
2020-12,automoveis,Sports,156,127,9,29,2020-12.pdf
2020-12,automoveis,Suv's,67110,65666,40,1444,2020-12.pdf
2020-12,automoveis,Sw Grandes,28,28,5,0,2020-12.pdf
2020-12,automoveis,Sw Médios,7,7,4,0,2020-12.pdf
2020-12,automoveis,Veículos de Entrada,22899,22897,9,2,2020-12.pdf
2020-12,comerciais_leves,Furgões,2564,1999,7,565,2020-12.pdf
2020-12,comerciais_leves,Furgões Pequenos,1895,1891,4,4,2020-12.pdf
2020-12,comerciais_leves,Pick-up's Grandes,19618,19615,11,3,2020-12.pdf
2020-12,comerciais_leves,Pick-up's Pequenas,14058,14058,6,0,2020-12.pdf
