mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2021-01,automoveis,Grandcab,787,787,3,0,2021-01.pdf
2021-01,automoveis,Hatch Médios,207,202,6,5,2021-01.pdf
2021-01,automoveis,Hatch Pequenos,34686,34640,12,46,2021-01.pdf
2021-01,automoveis,Monocab,1183,1183,4,0,2021-01.pdf
2021-01,automoveis,Sedans Compactos,12311,12311,6,0,2021-01.pdf
2021-01,automoveis,Sedans Grandes,581,554,12,27,2021-01.pdf
2021-01,automoveis,Sedans Pequenos,9485,9485,10,0,2021-01.pdf
2021-01,automoveis,Sedans médios,5411,5411,21,0,2021-01.pdf
2021-01,automoveis,Sports,266,251,9,15,2021-01.pdf
2021-01,automoveis,Suv's,47938,47061,40,877,2021-01.pdf
2021-01,automoveis,Sw Grandes,13,13,2,0,2021-01.pdf
2021-01,automoveis,Sw Médios,1,1,2,0,2021-01.pdf
2021-01,automoveis,Veículos de Entrada,17886,17886,9,0,2021-01.pdf
2021-01,comerciais_leves,Furgões,2218,1849,7,369,2021-01.pdf
2021-01,comerciais_leves,Furgões Pequenos,1758,1756,4,2,2021-01.pdf
2021-01,comerciais_leves,Pick-up's Grandes,15941,15940,11,1,2021-01.pdf
2021-01,comerciais_leves,Pick-up's Pequenas,11848,11848,4,0,2021-01.pdf
