mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2023-03,automoveis,Grandcab,1790,1790,4,0,2023-03.pdf
2023-03,automoveis,Hatch Médios,82,77,6,5,2023-03.pdf
2023-03,automoveis,Hatch Pequenos,39313,39292,12,21,2023-03.pdf
2023-03,automoveis,Monocab,15,15,2,0,2023-03.pdf
2023-03,automoveis,Sedans Compactos,11593,11592,6,1,2023-03.pdf
2023-03,automoveis,Sedans Grandes,947,926,12,21,2023-03.pdf
2023-03,automoveis,Sedans Pequenos,5716,5716,10,0,2023-03.pdf
2023-03,automoveis,Sedans médios,4810,4810,19,0,2023-03.pdf
2023-03,automoveis,Sports,270,245,9,25,2023-03.pdf
2023-03,automoveis,Suv's,67715,66005,40,1710,2023-03.pdf
2023-03,automoveis,Sw Grandes,2,2,3,0,2023-03.pdf
2023-03,automoveis,Sw Médios,1,1,2,0,2023-03.pdf
2023-03,automoveis,Veículos de Entrada,13847,13847,9,0,2023-03.pdf
2023-03,comerciais_leves,Furgões,2822,2399,7,423,2023-03.pdf
2023-03,comerciais_leves,Furgões Pequenos,1729,1729,4,0,2023-03.pdf
2023-03,comerciais_leves,Pick-up's Grandes,23289,22771,11,518,2023-03.pdf
2023-03,comerciais_leves,Pick-up's Pequenas,12567,12567,4,0,2023-03.pdf
