mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2015-03,automoveis,Grandcab,2172,2172,4,0,2015-03.pdf
2015-03,automoveis,Hatch Médios,5187,5187,6,0,2015-03.pdf
2015-03,automoveis,Hatch Pequenos,43343,43343,11,0,2015-03.pdf
2015-03,automoveis,Monocab,7304,7304,11,0,2015-03.pdf
2015-03,automoveis,Sedans Compactos,6401,6401,6,0,2015-03.pdf
2015-03,automoveis,Sedans Grandes,1258,1258,12,0,2015-03.pdf
2015-03,automoveis,Sedans Pequenos,34469,34469,10,0,2015-03.pdf
2015-03,automoveis,Sedans médios,16319,16319,21,0,2015-03.pdf
2015-03,automoveis,Sports,155,155,9,0,2015-03.pdf
2015-03,automoveis,Suv's,21301,21301,40,0,2015-03.pdf
2015-03,automoveis,Sw Grandes,18,18,4,0,2015-03.pdf
2015-03,automoveis,Sw Médios,1268,1268,4,0,2015-03.pdf
2015-03,automoveis,Veículos de Entrada,47872,47872,9,0,2015-03.pdf
2015-03,comerciais_leves,Furgões,3161,3161,7,0,2015-03.pdf
2015-03,comerciais_leves,Furgões Pequenos,1837,1837,4,0,2015-03.pdf
2015-03,comerciais_leves,Pick-up's Grandes,11686,11686,11,0,2015-03.pdf
2015-03,comerciais_leves,Pick-up's Pequenas,18950,18950,6,0,2015-03.pdf
