mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2019-08,automoveis,Grandcab,2827,2827,4,0,2019-08.pdf
2019-08,automoveis,Hatch Médios,642,494,6,148,2019-08.pdf
2019-08,automoveis,Hatch Pequenos,66043,65898,12,145,2019-08.pdf
2019-08,automoveis,Monocab,2405,2405,6,0,2019-08.pdf
2019-08,automoveis,Sedans Compactos,9478,9477,6,1,2019-08.pdf
2019-08,automoveis,Sedans Grandes,607,514,12,93,2019-08.pdf
2019-08,automoveis,Sedans Pequenos,26022,26022,10,0,2019-08.pdf
2019-08,automoveis,Sedans médios,10717,10716,21,1,2019-08.pdf
2019-08,automoveis,Sports,143,124,9,19,2019-08.pdf
2019-08,automoveis,Suv's,51078,49111,40,1967,2019-08.pdf
2019-08,automoveis,Sw Grandes,68,68,5,0,2019-08.pdf
2019-08,automoveis,Sw Médios,123,122,4,1,2019-08.pdf
2019-08,automoveis,Veículos de Entrada,25720,25718,9,2,2019-08.pdf
2019-08,comerciais_leves,Furgões,3043,2552,7,491,2019-08.pdf
2019-08,comerciais_leves,Furgões Pequenos,1570,1570,4,0,2019-08.pdf
2019-08,comerciais_leves,Pick-up's Grandes,17940,17937,11,3,2019-08.pdf
2019-08,comerciais_leves,Pick-up's Pequenas,12234,12234,6,0,2019-08.pdf
