mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2019-05,automoveis,Grandcab,2733,2732,4,1,2019-05.pdf
2019-05,automoveis,Hatch Médios,654,611,6,43,2019-05.pdf
2019-05,automoveis,Hatch Pequenos,65707,65588,12,119,2019-05.pdf
2019-05,automoveis,Monocab,2804,2804,5,0,2019-05.pdf
2019-05,automoveis,Sedans Compactos,9774,9774,6,0,2019-05.pdf
2019-05,automoveis,Sedans Grandes,735,651,12,84,2019-05.pdf
2019-05,automoveis,Sedans Pequenos,27694,27693,10,1,2019-05.pdf
2019-05,automoveis,Sedans médios,11952,11951,21,1,2019-05.pdf
2019-05,automoveis,Sports,174,146,9,28,2019-05.pdf
2019-05,automoveis,Suv's,49112,47403,40,1709,2019-05.pdf
2019-05,automoveis,Sw Grandes,29,29,5,0,2019-05.pdf
2019-05,automoveis,Sw Médios,493,493,3,0,2019-05.pdf
2019-05,automoveis,Veículos de Entrada,26859,26858,9,1,2019-05.pdf
2019-05,comerciais_leves,Furgões,3231,2428,7,803,2019-05.pdf
2019-05,comerciais_leves,Furgões Pequenos,1457,1455,4,2,2019-05.pdf
2019-05,comerciais_leves,Pick-up's Grandes,18616,18612,11,4,2019-05.pdf
2019-05,comerciais_leves,Pick-up's Pequenas,12085,12085,6,0,2019-05.pdf
