mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2016-06,automoveis,Grandcab,2131,2129,4,2,2016-06.pdf
2016-06,automoveis,Hatch Médios,2510,2085,6,425,2016-06.pdf
2016-06,automoveis,Hatch Pequenos,36591,36477,11,114,2016-06.pdf
2016-06,automoveis,Monocab,3433,3433,11,0,2016-06.pdf
2016-06,automoveis,Sedans Compactos,3316,3316,6,0,2016-06.pdf
2016-06,automoveis,Sedans Grandes,764,680,12,84,2016-06.pdf
2016-06,automoveis,Sedans Pequenos,23497,23497,10,0,2016-06.pdf
2016-06,automoveis,Sedans médios,11220,11188,21,32,2016-06.pdf
2016-06,automoveis,Sports,174,139,9,35,2016-06.pdf
2016-06,automoveis,Suv's,25076,24542,40,534,2016-06.pdf
2016-06,automoveis,Sw Grandes,144,144,5,0,2016-06.pdf
2016-06,automoveis,Sw Médios,829,829,4,0,2016-06.pdf
2016-06,automoveis,Veículos de Entrada,29828,29828,9,0,2016-06.pdf
2016-06,comerciais_leves,Furgões,1786,1594,7,192,2016-06.pdf
2016-06,comerciais_leves,Furgões Pequenos,1320,1319,4,1,2016-06.pdf
2016-06,comerciais_leves,Pick-up's Grandes,13937,13932,11,5,2016-06.pdf
2016-06,comerciais_leves,Pick-up's Pequenas,9803,9803,4,0,2016-06.pdf
