mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2008-05,automoveis,Grandcab,2369,2369,4,0,2008-05.pdf
2008-05,automoveis,Hatch Médios,11104,11104,6,0,2008-05.pdf
2008-05,automoveis,Hatch Pequenos,28590,28590,11,0,2008-05.pdf
2008-05,automoveis,Monocab,9241,9241,10,0,2008-05.pdf
2008-05,automoveis,Sedans Compactos,3243,3243,6,0,2008-05.pdf
2008-05,automoveis,Sedans Grandes,1118,1118,12,0,2008-05.pdf
2008-05,automoveis,Sedans Pequenos,32289,32289,10,0,2008-05.pdf
2008-05,automoveis,Sedans médios,17484,17484,21,0,2008-05.pdf
2008-05,automoveis,Sports,76,76,9,0,2008-05.pdf
2008-05,automoveis,Suv's,11968,11968,40,0,2008-05.pdf
2008-05,automoveis,Sw Grandes,908,908,9,0,2008-05.pdf
2008-05,automoveis,Sw Médios,5392,5392,4,0,2008-05.pdf
2008-05,automoveis,Veículos de Entrada,76839,76839,9,0,2008-05.pdf
2008-05,comerciais_leves,Furgões,5124,5124,7,0,2008-05.pdf
2008-05,comerciais_leves,Furgões Pequenos,2040,2040,4,0,2008-05.pdf
2008-05,comerciais_leves,Pick-up's Grandes,7471,7471,11,0,2008-05.pdf
2008-05,comerciais_leves,Pick-up's Pequenas,11681,11681,6,0,2008-05.pdf
