mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2021-10,automoveis,Grandcab,613,613,4,0,2021-10.pdf
2021-10,automoveis,Hatch Médios,323,322,6,1,2021-10.pdf
2021-10,automoveis,Hatch Pequenos,25962,25932,12,30,2021-10.pdf
2021-10,automoveis,Monocab,789,789,7,0,2021-10.pdf
2021-10,automoveis,Sedans Compactos,7679,7678,6,1,2021-10.pdf
2021-10,automoveis,Sedans Grandes,629,585,12,44,2021-10.pdf
2021-10,automoveis,Sedans Pequenos,8844,8844,10,0,2021-10.pdf
2021-10,automoveis,Sedans médios,5727,5726,21,1,2021-10.pdf
2021-10,automoveis,Sports,253,224,9,29,2021-10.pdf
2021-10,automoveis,Suv's,57434,55781,40,1653,2021-10.pdf
2021-10,automoveis,Sw Grandes,4,4,5,0,2021-10.pdf
2021-10,automoveis,Sw Médios,2,1,4,1,2021-10.pdf
2021-10,automoveis,Veículos de Entrada,11009,11009,9,0,2021-10.pdf
2021-10,comerciais_leves,Furgões,3167,2570,7,597,2021-10.pdf
2021-10,comerciais_leves,Furgões Pequenos,2042,2042,4,0,2021-10.pdf
2021-10,comerciais_leves,Pick-up's Grandes,17228,17222,11,6,2021-10.pdf
2021-10,comerciais_leves,Pick-up's Pequenas,8327,8327,6,0,2021-10.pdf
