mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2009-03,automoveis,Grandcab,2315,2315,4,0,2009-03.pdf
2009-03,automoveis,Hatch Médios,9670,9670,6,0,2009-03.pdf
2009-03,automoveis,Hatch Pequenos,31976,31976,10,0,2009-03.pdf
2009-03,automoveis,Monocab,10662,10662,10,0,2009-03.pdf
2009-03,automoveis,Sedans Compactos,2867,2867,5,0,2009-03.pdf
2009-03,automoveis,Sedans Grandes,1511,1511,12,0,2009-03.pdf
2009-03,automoveis,Sedans Pequenos,38123,38123,10,0,2009-03.pdf
2009-03,automoveis,Sedans médios,18918,18918,21,0,2009-03.pdf
2009-03,automoveis,Sports,109,109,9,0,2009-03.pdf
2009-03,automoveis,Suv's,15377,15377,40,0,2009-03.pdf
2009-03,automoveis,Sw Grandes,302,302,8,0,2009-03.pdf
2009-03,automoveis,Sw Médios,9519,9519,4,0,2009-03.pdf
2009-03,automoveis,Veículos de Entrada,84864,84864,9,0,2009-03.pdf
2009-03,comerciais_leves,Furgões,4898,4898,7,0,2009-03.pdf
2009-03,comerciais_leves,Furgões Pequenos,1878,1878,4,0,2009-03.pdf
2009-03,comerciais_leves,Pick-up's Grandes,9528,9528,11,0,2009-03.pdf
2009-03,comerciais_leves,Pick-up's Pequenas,14531,14531,6,0,2009-03.pdf
