mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2010-07,automoveis,Grandcab,2036,2036,4,0,2010-07.pdf
2010-07,automoveis,Hatch Médios,12261,12261,6,0,2010-07.pdf
2010-07,automoveis,Hatch Pequenos,37608,37608,11,0,2010-07.pdf
2010-07,automoveis,Monocab,9318,9318,11,0,2010-07.pdf
2010-07,automoveis,Sedans Compactos,6729,6729,6,0,2010-07.pdf
2010-07,automoveis,Sedans Grandes,1562,1562,12,0,2010-07.pdf
2010-07,automoveis,Sedans Pequenos,44992,44992,10,0,2010-07.pdf
2010-07,automoveis,Sedans médios,14737,14737,21,0,2010-07.pdf
2010-07,automoveis,Sports,127,127,9,0,2010-07.pdf
2010-07,automoveis,Suv's,17957,17957,40,0,2010-07.pdf
2010-07,automoveis,Sw Grandes,301,301,11,0,2010-07.pdf
2010-07,automoveis,Sw Médios,4505,4505,4,0,2010-07.pdf
2010-07,automoveis,Veículos de Entrada,87269,87269,9,0,2010-07.pdf
2010-07,comerciais_leves,Furgões,6192,6192,7,0,2010-07.pdf
2010-07,comerciais_leves,Furgões Pequenos,2799,2799,4,0,2010-07.pdf
2010-07,comerciais_leves,Pick-up's Grandes,11331,11331,11,0,2010-07.pdf
2010-07,comerciais_leves,Pick-up's Pequenas,20258,20258,6,0,2010-07.pdf
