mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2006-12,automoveis,Grandcab,2364,2364,4,0,2006-12.pdf
2006-12,automoveis,Hatch Médios,7470,7470,6,0,2006-12.pdf
2006-12,automoveis,Hatch Pequenos,25344,25344,10,0,2006-12.pdf
2006-12,automoveis,Monocab,10598,10598,10,0,2006-12.pdf
2006-12,automoveis,Sedans Compactos,3221,3221,6,0,2006-12.pdf
2006-12,automoveis,Sedans Grandes,641,641,12,0,2006-12.pdf
2006-12,automoveis,Sedans Pequenos,27905,27905,10,0,2006-12.pdf
2006-12,automoveis,Sedans médios,13070,13070,21,0,2006-12.pdf
2006-12,automoveis,Sports,60,60,9,0,2006-12.pdf
2006-12,automoveis,Suv's,8772,8772,40,0,2006-12.pdf
2006-12,automoveis,Sw Grandes,1110,1110,12,0,2006-12.pdf
2006-12,automoveis,Sw Médios,7836,7836,4,0,2006-12.pdf
2006-12,automoveis,Veículos de Entrada,67778,67778,9,0,2006-12.pdf
2006-12,comerciais_leves,Furgões,2843,2843,7,0,2006-12.pdf
2006-12,comerciais_leves,Furgões Pequenos,1403,1403,4,0,2006-12.pdf
2006-12,comerciais_leves,Pick-up's Grandes,6570,6570,11,0,2006-12.pdf
2006-12,comerciais_leves,Pick-up's Pequenas,7816,7816,6,0,2006-12.pdf
