mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2013-04,automoveis,Grandcab,3850,3850,4,0,2013-04.pdf
2013-04,automoveis,Hatch Médios,10449,10449,6,0,2013-04.pdf
2013-04,automoveis,Hatch Pequenos,59718,59718,11,0,2013-04.pdf
2013-04,automoveis,Monocab,9610,9610,11,0,2013-04.pdf
2013-04,automoveis,Sedans Compactos,11906,11906,6,0,2013-04.pdf
2013-04,automoveis,Sedans Grandes,1751,1751,12,0,2013-04.pdf
2013-04,automoveis,Sedans Pequenos,44743,44743,10,0,2013-04.pdf
2013-04,automoveis,Sedans médios,20766,20766,21,0,2013-04.pdf
2013-04,automoveis,Sports,289,289,9,0,2013-04.pdf
2013-04,automoveis,Suv's,24442,24442,40,0,2013-04.pdf
2013-04,automoveis,Sw Grandes,58,58,5,0,2013-04.pdf
2013-04,automoveis,Sw Médios,3051,3051,4,0,2013-04.pdf
2013-04,automoveis,Veículos de Entrada,72778,72778,9,0,2013-04.pdf
2013-04,comerciais_leves,Furgões,5134,5134,7,0,2013-04.pdf
2013-04,comerciais_leves,Furgões Pequenos,2101,2101,4,0,2013-04.pdf
2013-04,comerciais_leves,Pick-up's Grandes,15729,15729,11,0,2013-04.pdf
2013-04,comerciais_leves,Pick-up's Pequenas,22010,22010,6,0,2013-04.pdf
