mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2011-07,automoveis,Grandcab,1603,1603,4,0,2011-07.pdf
2011-07,automoveis,Hatch Médios,13323,13323,6,0,2011-07.pdf
2011-07,automoveis,Hatch Pequenos,40670,40670,11,0,2011-07.pdf
2011-07,automoveis,Monocab,9304,9304,11,0,2011-07.pdf
2011-07,automoveis,Sedans Compactos,7475,7475,6,0,2011-07.pdf
2011-07,automoveis,Sedans Grandes,2720,2720,12,0,2011-07.pdf
2011-07,automoveis,Sedans Pequenos,36988,36988,10,0,2011-07.pdf
2011-07,automoveis,Sedans médios,16489,16489,21,0,2011-07.pdf
2011-07,automoveis,Sports,240,240,9,0,2011-07.pdf
2011-07,automoveis,Suv's,20635,20635,40,0,2011-07.pdf
2011-07,automoveis,Sw Grandes,840,840,9,0,2011-07.pdf
2011-07,automoveis,Sw Médios,4306,4306,4,0,2011-07.pdf
2011-07,automoveis,Veículos de Entrada,82941,82941,9,0,2011-07.pdf
2011-07,comerciais_leves,Furgões,6615,6615,7,0,2011-07.pdf
2011-07,comerciais_leves,Furgões Pequenos,2709,2709,4,0,2011-07.pdf
2011-07,comerciais_leves,Pick-up's Grandes,12041,12041,11,0,2011-07.pdf
2011-07,comerciais_leves,Pick-up's Pequenas,22735,22735,6,0,2011-07.pdf
