mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2007-06,automoveis,Grandcab,2037,2037,4,0,2007-06.pdf
2007-06,automoveis,Hatch Médios,7247,7247,6,0,2007-06.pdf
2007-06,automoveis,Hatch Pequenos,20521,20521,7,0,2007-06.pdf
2007-06,automoveis,Monocab,8407,8407,10,0,2007-06.pdf
2007-06,automoveis,Sedans Compactos,3371,3371,6,0,2007-06.pdf
2007-06,automoveis,Sedans Grandes,653,653,12,0,2007-06.pdf
2007-06,automoveis,Sedans Pequenos,25482,25482,10,0,2007-06.pdf
2007-06,automoveis,Sedans médios,13505,13505,21,0,2007-06.pdf
2007-06,automoveis,Sports,82,82,9,0,2007-06.pdf
2007-06,automoveis,Suv's,8378,8378,40,0,2007-06.pdf
2007-06,automoveis,Sw Grandes,1280,1280,11,0,2007-06.pdf
2007-06,automoveis,Sw Médios,6774,6774,4,0,2007-06.pdf
2007-06,automoveis,Veículos de Entrada,70747,70747,8,0,2007-06.pdf
2007-06,comerciais_leves,Furgões,3548,3548,7,0,2007-06.pdf
2007-06,comerciais_leves,Furgões Pequenos,1601,1601,4,0,2007-06.pdf
2007-06,comerciais_leves,Pick-up's Grandes,5497,5497,11,0,2007-06.pdf
2007-06,comerciais_leves,Pick-up's Pequenas,8518,8518,6,0,2007-06.pdf
