mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2010-05,automoveis,Grandcab,1591,1591,4,0,2010-05.pdf
2010-05,automoveis,Hatch Médios,11601,11601,6,0,2010-05.pdf
2010-05,automoveis,Hatch Pequenos,29587,29587,11,0,2010-05.pdf
2010-05,automoveis,Monocab,8027,8027,11,0,2010-05.pdf
2010-05,automoveis,Sedans Compactos,6095,6095,6,0,2010-05.pdf
2010-05,automoveis,Sedans Grandes,1395,1395,12,0,2010-05.pdf
2010-05,automoveis,Sedans Pequenos,35119,35119,10,0,2010-05.pdf
2010-05,automoveis,Sedans médios,14086,14086,21,0,2010-05.pdf
2010-05,automoveis,Sports,142,142,9,0,2010-05.pdf
2010-05,automoveis,Suv's,16135,16135,40,0,2010-05.pdf
2010-05,automoveis,Sw Grandes,321,321,10,0,2010-05.pdf
2010-05,automoveis,Sw Médios,3529,3529,4,0,2010-05.pdf
2010-05,automoveis,Veículos de Entrada,66815,66815,9,0,2010-05.pdf
2010-05,comerciais_leves,Furgões,5737,5737,7,0,2010-05.pdf
2010-05,comerciais_leves,Furgões Pequenos,1634,1634,4,0,2010-05.pdf
2010-05,comerciais_leves,Pick-up's Grandes,10224,10224,11,0,2010-05.pdf
2010-05,comerciais_leves,Pick-up's Pequenas,18915,18915,6,0,2010-05.pdf
