mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2010-12,automoveis,Grandcab,1903,1903,4,0,2010-12.pdf
2010-12,automoveis,Hatch Médios,17059,17059,6,0,2010-12.pdf
2010-12,automoveis,Hatch Pequenos,53070,53070,11,0,2010-12.pdf
2010-12,automoveis,Monocab,14549,14549,11,0,2010-12.pdf
2010-12,automoveis,Sedans Compactos,11175,11175,6,0,2010-12.pdf
2010-12,automoveis,Sedans Grandes,1745,1745,12,0,2010-12.pdf
2010-12,automoveis,Sedans Pequenos,52252,52252,10,0,2010-12.pdf
2010-12,automoveis,Sedans médios,19570,19570,21,0,2010-12.pdf
2010-12,automoveis,Sports,362,362,9,0,2010-12.pdf
2010-12,automoveis,Suv's,26167,26167,40,0,2010-12.pdf
2010-12,automoveis,Sw Grandes,552,552,12,0,2010-12.pdf
2010-12,automoveis,Sw Médios,7204,7204,4,0,2010-12.pdf
2010-12,automoveis,Veículos de Entrada,101730,101730,9,0,2010-12.pdf
2010-12,comerciais_leves,Furgões,6122,6122,7,0,2010-12.pdf
2010-12,comerciais_leves,Furgões Pequenos,2417,2417,4,0,2010-12.pdf
2010-12,comerciais_leves,Pick-up's Grandes,14694,14694,11,0,2010-12.pdf
2010-12,comerciais_leves,Pick-up's Pequenas,23498,23498,6,0,2010-12.pdf
