mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2006-08,automoveis,Grandcab,1875,1875,4,0,2006-08.pdf
2006-08,automoveis,Hatch Médios,5961,5961,6,0,2006-08.pdf
2006-08,automoveis,Hatch Pequenos,20495,20495,8,0,2006-08.pdf
2006-08,automoveis,Monocab,8077,8077,9,0,2006-08.pdf
2006-08,automoveis,Sedans Compactos,2112,2112,6,0,2006-08.pdf
2006-08,automoveis,Sedans Grandes,608,608,12,0,2006-08.pdf
2006-08,automoveis,Sedans Pequenos,19569,19569,7,0,2006-08.pdf
2006-08,automoveis,Sedans médios,12576,12576,21,0,2006-08.pdf
2006-08,automoveis,Sports,65,65,9,0,2006-08.pdf
2006-08,automoveis,Suv's,6661,6661,40,0,2006-08.pdf
2006-08,automoveis,Sw Grandes,1149,1149,11,0,2006-08.pdf
2006-08,automoveis,Sw Médios,6670,6670,4,0,2006-08.pdf
2006-08,automoveis,Veículos de Entrada,64460,64460,9,0,2006-08.pdf
2006-08,comerciais_leves,Furgões,3264,3264,7,0,2006-08.pdf
2006-08,comerciais_leves,Furgões Pequenos,1540,1540,4,0,2006-08.pdf
2006-08,comerciais_leves,Pick-up's Grandes,6423,6423,11,0,2006-08.pdf
2006-08,comerciais_leves,Pick-up's Pequenas,7785,7785,6,0,2006-08.pdf
