mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2015-05,automoveis,Grandcab,2307,2307,4,0,2015-05.pdf
2015-05,automoveis,Hatch Médios,4653,4653,6,0,2015-05.pdf
2015-05,automoveis,Hatch Pequenos,38621,38621,11,0,2015-05.pdf
2015-05,automoveis,Monocab,4592,4592,11,0,2015-05.pdf
2015-05,automoveis,Sedans Compactos,4922,4922,6,0,2015-05.pdf
2015-05,automoveis,Sedans Grandes,1616,1616,12,0,2015-05.pdf
2015-05,automoveis,Sedans Pequenos,30124,30124,10,0,2015-05.pdf
2015-05,automoveis,Sedans médios,16467,16467,21,0,2015-05.pdf
2015-05,automoveis,Sports,166,166,9,0,2015-05.pdf
2015-05,automoveis,Suv's,24837,24837,40,0,2015-05.pdf
2015-05,automoveis,Sw Grandes,39,39,5,0,2015-05.pdf
2015-05,automoveis,Sw Médios,1708,1708,4,0,2015-05.pdf
2015-05,automoveis,Veículos de Entrada,43364,43364,9,0,2015-05.pdf
2015-05,comerciais_leves,Furgões,2555,2555,7,0,2015-05.pdf
2015-05,comerciais_leves,Furgões Pequenos,1667,1667,4,0,2015-05.pdf
2015-05,comerciais_leves,Pick-up's Grandes,10724,10724,11,0,2015-05.pdf
2015-05,comerciais_leves,Pick-up's Pequenas,13973,13973,6,0,2015-05.pdf
