mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2013-01,automoveis,Grandcab,3448,3448,4,0,2013-01.pdf
2013-01,automoveis,Hatch Médios,12492,12492,6,0,2013-01.pdf
2013-01,automoveis,Hatch Pequenos,58575,58575,11,0,2013-01.pdf
2013-01,automoveis,Monocab,8290,8290,11,0,2013-01.pdf
2013-01,automoveis,Sedans Compactos,11589,11589,6,0,2013-01.pdf
2013-01,automoveis,Sedans Grandes,1321,1321,12,0,2013-01.pdf
2013-01,automoveis,Sedans Pequenos,33704,33704,10,0,2013-01.pdf
2013-01,automoveis,Sedans médios,15465,15465,21,0,2013-01.pdf
2013-01,automoveis,Sports,260,260,9,0,2013-01.pdf
2013-01,automoveis,Suv's,22757,22757,40,0,2013-01.pdf
2013-01,automoveis,Sw Grandes,187,187,4,0,2013-01.pdf
2013-01,automoveis,Sw Médios,4210,4210,4,0,2013-01.pdf
2013-01,automoveis,Veículos de Entrada,76387,76387,9,0,2013-01.pdf
2013-01,comerciais_leves,Furgões,5116,5116,7,0,2013-01.pdf
2013-01,comerciais_leves,Furgões Pequenos,2194,2194,4,0,2013-01.pdf
2013-01,comerciais_leves,Pick-up's Grandes,15223,15223,11,0,2013-01.pdf
2013-01,comerciais_leves,Pick-up's Pequenas,19784,19784,6,0,2013-01.pdf
