mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2005-10,automoveis,Grandcab,2615,2615,4,0,2005-10.pdf
2005-10,automoveis,Hatch Médios,5055,5055,6,0,2005-10.pdf
2005-10,automoveis,Hatch Pequenos,18619,18619,10,0,2005-10.pdf
2005-10,automoveis,Monocab,7807,7807,9,0,2005-10.pdf
2005-10,automoveis,Sedans Compactos,1598,1598,6,0,2005-10.pdf
2005-10,automoveis,Sedans Grandes,423,423,12,0,2005-10.pdf
2005-10,automoveis,Sedans Pequenos,14596,14596,9,0,2005-10.pdf
2005-10,automoveis,Sedans médios,5780,5780,17,0,2005-10.pdf
2005-10,automoveis,Sports,46,46,9,0,2005-10.pdf
2005-10,automoveis,Suv's,5719,5719,40,0,2005-10.pdf
2005-10,automoveis,Sw Grandes,758,758,10,0,2005-10.pdf
2005-10,automoveis,Sw Médios,3815,3815,4,0,2005-10.pdf
2005-10,automoveis,Veículos de Entrada,49603,49603,9,0,2005-10.pdf
2005-10,comerciais_leves,Furgões,1623,1623,7,0,2005-10.pdf
2005-10,comerciais_leves,Furgões Pequenos,1224,1224,4,0,2005-10.pdf
2005-10,comerciais_leves,Pick-up's Grandes,4970,4970,11,0,2005-10.pdf
2005-10,comerciais_leves,Pick-up's Pequenas,5947,5947,6,0,2005-10.pdf
