mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2007-10,automoveis,Grandcab,2463,2463,4,0,2007-10.pdf
2007-10,automoveis,Hatch Médios,11071,11071,6,0,2007-10.pdf
2007-10,automoveis,Hatch Pequenos,27115,27115,10,0,2007-10.pdf
2007-10,automoveis,Monocab,9684,9684,10,0,2007-10.pdf
2007-10,automoveis,Sedans Compactos,3548,3548,6,0,2007-10.pdf
2007-10,automoveis,Sedans Grandes,639,639,12,0,2007-10.pdf
2007-10,automoveis,Sedans Pequenos,31992,31992,10,0,2007-10.pdf
2007-10,automoveis,Sedans médios,19484,19484,21,0,2007-10.pdf
2007-10,automoveis,Sports,102,102,9,0,2007-10.pdf
2007-10,automoveis,Suv's,11824,11824,40,0,2007-10.pdf
2007-10,automoveis,Sw Grandes,1432,1432,11,0,2007-10.pdf
2007-10,automoveis,Sw Médios,7252,7252,4,0,2007-10.pdf
2007-10,automoveis,Veículos de Entrada,77337,77337,9,0,2007-10.pdf
2007-10,comerciais_leves,Furgões,4211,4211,7,0,2007-10.pdf
2007-10,comerciais_leves,Furgões Pequenos,2191,2191,4,0,2007-10.pdf
2007-10,comerciais_leves,Pick-up's Grandes,7539,7539,11,0,2007-10.pdf
2007-10,comerciais_leves,Pick-up's Pequenas,11945,11945,6,0,2007-10.pdf
