mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2023-04,automoveis,Grandcab,1089,1086,4,3,2023-04.pdf
2023-04,automoveis,Hatch Médios,76,71,6,5,2023-04.pdf
2023-04,automoveis,Hatch Pequenos,33158,33139,12,19,2023-04.pdf
2023-04,automoveis,Monocab,0,0,2,0,2023-04.pdf
2023-04,automoveis,Sedans Compactos,9875,9874,6,1,2023-04.pdf
2023-04,automoveis,Sedans Grandes,550,534,12,16,2023-04.pdf
2023-04,automoveis,Sedans Pequenos,5763,5763,10,0,2023-04.pdf
2023-04,automoveis,Sedans médios,4093,4093,19,0,2023-04.pdf
2023-04,automoveis,Sports,242,217,9,25,2023-04.pdf
2023-04,automoveis,Suv's,54049,52719,40,1330,2023-04.pdf
2023-04,automoveis,Sw Grandes,3,3,3,0,2023-04.pdf
2023-04,automoveis,Sw Médios,0,0,2,0,2023-04.pdf
2023-04,automoveis,Veículos de Entrada,9166,9166,9,0,2023-04.pdf
2023-04,comerciais_leves,Furgões,2514,2077,7,437,2023-04.pdf
2023-04,comerciais_leves,Furgões Pequenos,1458,1457,4,1,2023-04.pdf
2023-04,comerciais_leves,Pick-up's Grandes,18420,18024,11,396,2023-04.pdf
2023-04,comerciais_leves,Pick-up's Pequenas,11201,11201,4,0,2023-04.pdf
