mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2019-03,automoveis,Grandcab,2074,2074,4,0,2019-03.pdf
2019-03,automoveis,Hatch Médios,712,694,6,18,2019-03.pdf
2019-03,automoveis,Hatch Pequenos,57911,57784,12,127,2019-03.pdf
2019-03,automoveis,Monocab,2527,2527,4,0,2019-03.pdf
2019-03,automoveis,Sedans Compactos,9130,9129,6,1,2019-03.pdf
2019-03,automoveis,Sedans Grandes,606,531,12,75,2019-03.pdf
2019-03,automoveis,Sedans Pequenos,24058,24058,10,0,2019-03.pdf
2019-03,automoveis,Sedans médios,10466,10464,21,2,2019-03.pdf
2019-03,automoveis,Sports,130,121,9,9,2019-03.pdf
2019-03,automoveis,Suv's,43437,41809,40,1628,2019-03.pdf
2019-03,automoveis,Sw Grandes,35,35,5,0,2019-03.pdf
2019-03,automoveis,Sw Médios,446,446,3,0,2019-03.pdf
2019-03,automoveis,Veículos de Entrada,18930,18928,9,2,2019-03.pdf
2019-03,comerciais_leves,Furgões,2433,1921,7,512,2019-03.pdf
2019-03,comerciais_leves,Furgões Pequenos,2003,2001,4,2,2019-03.pdf
2019-03,comerciais_leves,Pick-up's Grandes,15270,15270,11,0,2019-03.pdf
2019-03,comerciais_leves,Pick-up's Pequenas,9358,9358,6,0,2019-03.pdf
