mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2008-01,automoveis,Grandcab,2178,2178,4,0,2008-01.pdf
2008-01,automoveis,Hatch Médios,10113,10113,6,0,2008-01.pdf
2008-01,automoveis,Hatch Pequenos,26047,14885,8,11162,2008-01.pdf
2008-01,automoveis,Monocab,8047,8047,8,0,2008-01.pdf
2008-01,automoveis,Sedans Compactos,3259,3259,3,0,2008-01.pdf
2008-01,automoveis,Sedans Grandes,669,669,12,0,2008-01.pdf
2008-01,automoveis,Sedans Pequenos,29904,29904,10,0,2008-01.pdf
2008-01,automoveis,Sedans médios,14646,14646,20,0,2008-01.pdf
2008-01,automoveis,Sports,86,86,9,0,2008-01.pdf
2008-01,automoveis,Suv's,10811,10811,40,0,2008-01.pdf
2008-01,automoveis,Sw Grandes,1043,1043,8,0,2008-01.pdf
2008-01,automoveis,Sw Médios,6452,6452,4,0,2008-01.pdf
2008-01,automoveis,Veículos de Entrada,65513,65513,8,0,2008-01.pdf
2008-01,comerciais_leves,Furgões,4601,4601,7,0,2008-01.pdf
2008-01,comerciais_leves,Furgões Pequenos,1739,1739,4,0,2008-01.pdf
2008-01,comerciais_leves,Pick-up's Grandes,7576,7576,11,0,2008-01.pdf
2008-01,comerciais_leves,Pick-up's Pequenas,10826,10826,6,0,2008-01.pdf
