mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2020-03,automoveis,Grandcab,1291,1290,4,1,2020-03.pdf
2020-03,automoveis,Hatch Médios,241,219,6,22,2020-03.pdf
2020-03,automoveis,Hatch Pequenos,43223,43168,12,55,2020-03.pdf
2020-03,automoveis,Monocab,1696,1696,4,0,2020-03.pdf
2020-03,automoveis,Sedans Compactos,11210,11207,6,3,2020-03.pdf
2020-03,automoveis,Sedans Grandes,495,453,12,42,2020-03.pdf
2020-03,automoveis,Sedans Pequenos,12505,12505,10,0,2020-03.pdf
2020-03,automoveis,Sedans médios,6663,6663,21,0,2020-03.pdf
2020-03,automoveis,Sports,209,197,9,12,2020-03.pdf
2020-03,automoveis,Suv's,37595,36524,40,1071,2020-03.pdf
2020-03,automoveis,Sw Grandes,21,21,4,0,2020-03.pdf
2020-03,automoveis,Sw Médios,13,13,3,0,2020-03.pdf
2020-03,automoveis,Veículos de Entrada,16066,16063,9,3,2020-03.pdf
2020-03,comerciais_leves,Furgões,2481,2004,7,477,2020-03.pdf
2020-03,comerciais_leves,Furgões Pequenos,1404,1403,4,1,2020-03.pdf
2020-03,comerciais_leves,Pick-up's Grandes,12415,12412,11,3,2020-03.pdf
2020-03,comerciais_leves,Pick-up's Pequenas,8257,8257,5,0,2020-03.pdf
