mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2012-10,automoveis,Grandcab,3739,3739,4,0,2012-10.pdf
2012-10,automoveis,Hatch Médios,12154,12154,6,0,2012-10.pdf
2012-10,automoveis,Hatch Pequenos,42832,42832,11,0,2012-10.pdf
2012-10,automoveis,Monocab,11881,11881,11,0,2012-10.pdf
2012-10,automoveis,Sedans Compactos,13161,13161,6,0,2012-10.pdf
2012-10,automoveis,Sedans Grandes,1146,1146,12,0,2012-10.pdf
2012-10,automoveis,Sedans Pequenos,38976,38976,10,0,2012-10.pdf
2012-10,automoveis,Sedans médios,22257,22257,21,0,2012-10.pdf
2012-10,automoveis,Sports,199,199,9,0,2012-10.pdf
2012-10,automoveis,Suv's,27684,27684,40,0,2012-10.pdf
2012-10,automoveis,Sw Grandes,667,667,10,0,2012-10.pdf
2012-10,automoveis,Sw Médios,5113,5113,4,0,2012-10.pdf
2012-10,automoveis,Veículos de Entrada,89734,89734,9,0,2012-10.pdf
2012-10,comerciais_leves,Furgões,5388,5388,7,0,2012-10.pdf
2012-10,comerciais_leves,Furgões Pequenos,2390,2390,4,0,2012-10.pdf
2012-10,comerciais_leves,Pick-up's Grandes,17392,17392,11,0,2012-10.pdf
2012-10,comerciais_leves,Pick-up's Pequenas,22841,22841,6,0,2012-10.pdf
