mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2021-02,automoveis,Grandcab,721,720,4,1,2021-02.pdf
2021-02,automoveis,Hatch Médios,150,148,6,2,2021-02.pdf
2021-02,automoveis,Hatch Pequenos,33551,33531,12,20,2021-02.pdf
2021-02,automoveis,Monocab,1006,1006,5,0,2021-02.pdf
2021-02,automoveis,Sedans Compactos,11675,11675,6,0,2021-02.pdf
2021-02,automoveis,Sedans Grandes,693,664,12,29,2021-02.pdf
2021-02,automoveis,Sedans Pequenos,7894,7891,10,3,2021-02.pdf
2021-02,automoveis,Sedans médios,5707,5707,19,0,2021-02.pdf
2021-02,automoveis,Sports,280,266,9,14,2021-02.pdf
2021-02,automoveis,Suv's,46611,45724,40,887,2021-02.pdf
2021-02,automoveis,Sw Grandes,28,28,2,0,2021-02.pdf
2021-02,automoveis,Sw Médios,2,2,2,0,2021-02.pdf
2021-02,automoveis,Veículos de Entrada,19730,19730,9,0,2021-02.pdf
2021-02,comerciais_leves,Furgões,2096,1696,7,400,2021-02.pdf
2021-02,comerciais_leves,Furgões Pequenos,2101,2097,4,4,2021-02.pdf
2021-02,comerciais_leves,Pick-up's Grandes,13753,13752,11,1,2021-02.pdf
2021-02,comerciais_leves,Pick-up's Pequenas,12187,12187,5,0,2021-02.pdf
