mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2014-09,automoveis,Grandcab,3971,3971,4,0,2014-09.pdf
2014-09,automoveis,Hatch Médios,6657,6657,6,0,2014-09.pdf
2014-09,automoveis,Hatch Pequenos,53403,53403,11,0,2014-09.pdf
2014-09,automoveis,Monocab,9272,9272,11,0,2014-09.pdf
2014-09,automoveis,Sedans Compactos,7072,7072,6,0,2014-09.pdf
2014-09,automoveis,Sedans Grandes,1507,1507,12,0,2014-09.pdf
2014-09,automoveis,Sedans Pequenos,42967,42967,10,0,2014-09.pdf
2014-09,automoveis,Sedans médios,20575,20575,21,0,2014-09.pdf
2014-09,automoveis,Sports,154,154,9,0,2014-09.pdf
2014-09,automoveis,Suv's,24464,24464,40,0,2014-09.pdf
2014-09,automoveis,Sw Grandes,9,9,7,0,2014-09.pdf
2014-09,automoveis,Sw Médios,2880,2880,4,0,2014-09.pdf
2014-09,automoveis,Veículos de Entrada,58325,58325,9,0,2014-09.pdf
2014-09,comerciais_leves,Furgões,3719,3719,7,0,2014-09.pdf
2014-09,comerciais_leves,Furgões Pequenos,2955,2955,4,0,2014-09.pdf
2014-09,comerciais_leves,Pick-up's Grandes,15159,15159,11,0,2014-09.pdf
2014-09,comerciais_leves,Pick-up's Pequenas,25328,25328,6,0,2014-09.pdf
