mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2016-11,automoveis,Grandcab,2295,2291,4,4,2016-11.pdf
2016-11,automoveis,Hatch Médios,2120,1697,6,423,2016-11.pdf
2016-11,automoveis,Hatch Pequenos,41662,41554,11,108,2016-11.pdf
2016-11,automoveis,Monocab,3351,3351,11,0,2016-11.pdf
2016-11,automoveis,Sedans Compactos,3204,3204,6,0,2016-11.pdf
2016-11,automoveis,Sedans Grandes,823,672,12,151,2016-11.pdf
2016-11,automoveis,Sedans Pequenos,24255,24254,10,1,2016-11.pdf
2016-11,automoveis,Sedans médios,12733,12692,21,41,2016-11.pdf
2016-11,automoveis,Sports,175,140,9,35,2016-11.pdf
2016-11,automoveis,Suv's,24888,24279,40,609,2016-11.pdf
2016-11,automoveis,Sw Grandes,84,84,8,0,2016-11.pdf
2016-11,automoveis,Sw Médios,583,581,4,2,2016-11.pdf
2016-11,automoveis,Veículos de Entrada,32568,32567,9,1,2016-11.pdf
2016-11,comerciais_leves,Furgões,1529,1339,7,190,2016-11.pdf
2016-11,comerciais_leves,Furgões Pequenos,1038,1035,4,3,2016-11.pdf
2016-11,comerciais_leves,Pick-up's Grandes,14308,14302,11,6,2016-11.pdf
2016-11,comerciais_leves,Pick-up's Pequenas,7997,7997,6,0,2016-11.pdf
