mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2015-12,automoveis,Grandcab,2491,2491,4,0,2015-12.pdf
2015-12,automoveis,Hatch Médios,4550,4550,6,0,2015-12.pdf
2015-12,automoveis,Hatch Pequenos,47757,47757,11,0,2015-12.pdf
2015-12,automoveis,Monocab,5666,5666,11,0,2015-12.pdf
2015-12,automoveis,Sedans Compactos,5556,5556,6,0,2015-12.pdf
2015-12,automoveis,Sedans Grandes,1985,1985,12,0,2015-12.pdf
2015-12,automoveis,Sedans Pequenos,32485,32485,10,0,2015-12.pdf
2015-12,automoveis,Sedans médios,16139,16139,21,0,2015-12.pdf
2015-12,automoveis,Sports,132,132,9,0,2015-12.pdf
2015-12,automoveis,Suv's,31537,31537,40,0,2015-12.pdf
2015-12,automoveis,Sw Grandes,150,150,6,0,2015-12.pdf
2015-12,automoveis,Sw Médios,1200,1200,4,0,2015-12.pdf
2015-12,automoveis,Veículos de Entrada,40911,40911,9,0,2015-12.pdf
2015-12,comerciais_leves,Furgões,2068,2068,7,0,2015-12.pdf
2015-12,comerciais_leves,Furgões Pequenos,1732,1732,4,0,2015-12.pdf
2015-12,comerciais_leves,Pick-up's Grandes,12131,12131,11,0,2015-12.pdf
2015-12,comerciais_leves,Pick-up's Pequenas,10914,10914,6,0,2015-12.pdf
