mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2013-09,automoveis,Grandcab,3519,3519,4,0,2013-09.pdf
2013-09,automoveis,Hatch Médios,8909,8909,6,0,2013-09.pdf
2013-09,automoveis,Hatch Pequenos,60084,60084,11,0,2013-09.pdf
2013-09,automoveis,Monocab,6426,6426,11,0,2013-09.pdf
2013-09,automoveis,Sedans Compactos,7800,7800,6,0,2013-09.pdf
2013-09,automoveis,Sedans Grandes,1445,1445,12,0,2013-09.pdf
2013-09,automoveis,Sedans Pequenos,43703,43703,10,0,2013-09.pdf
2013-09,automoveis,Sedans médios,19131,19131,21,0,2013-09.pdf
2013-09,automoveis,Sports,252,252,9,0,2013-09.pdf
2013-09,automoveis,Suv's,24158,24158,40,0,2013-09.pdf
2013-09,automoveis,Sw Grandes,5,5,6,0,2013-09.pdf
2013-09,automoveis,Sw Médios,4107,4107,4,0,2013-09.pdf
2013-09,automoveis,Veículos de Entrada,61750,61750,9,0,2013-09.pdf
2013-09,comerciais_leves,Furgões,6447,6447,7,0,2013-09.pdf
2013-09,comerciais_leves,Furgões Pequenos,1908,1908,4,0,2013-09.pdf
2013-09,comerciais_leves,Pick-up's Grandes,15897,15897,11,0,2013-09.pdf
2013-09,comerciais_leves,Pick-up's Pequenas,22736,22736,6,0,2013-09.pdf
