mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2014-06,automoveis,Grandcab,2764,2764,4,0,2014-06.pdf
2014-06,automoveis,Hatch Médios,6947,6947,6,0,2014-06.pdf
2014-06,automoveis,Hatch Pequenos,51863,51863,11,0,2014-06.pdf
2014-06,automoveis,Monocab,8037,8037,11,0,2014-06.pdf
2014-06,automoveis,Sedans Compactos,5787,5787,6,0,2014-06.pdf
2014-06,automoveis,Sedans Grandes,986,986,12,0,2014-06.pdf
2014-06,automoveis,Sedans Pequenos,39932,39932,10,0,2014-06.pdf
2014-06,automoveis,Sedans médios,17707,17707,21,0,2014-06.pdf
2014-06,automoveis,Sports,176,176,9,0,2014-06.pdf
2014-06,automoveis,Suv's,23553,23553,40,0,2014-06.pdf
2014-06,automoveis,Sw Grandes,8,8,6,0,2014-06.pdf
2014-06,automoveis,Sw Médios,2677,2677,4,0,2014-06.pdf
2014-06,automoveis,Veículos de Entrada,48071,48071,9,0,2014-06.pdf
2014-06,comerciais_leves,Furgões,3293,3293,7,0,2014-06.pdf
2014-06,comerciais_leves,Furgões Pequenos,2568,2568,4,0,2014-06.pdf
2014-06,comerciais_leves,Pick-up's Grandes,12928,12928,11,0,2014-06.pdf
2014-06,comerciais_leves,Pick-up's Pequenas,19634,19634,6,0,2014-06.pdf
