mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2024-01,automoveis,Grandcab,1107,1107,4,0,2024-01.pdf
2024-01,automoveis,Hatch Médios,88,84,6,4,2024-01.pdf
2024-01,automoveis,Hatch Pequenos,34777,34713,12,64,2024-01.pdf
2024-01,automoveis,Monocab,1,1,3,0,2024-01.pdf
2024-01,automoveis,Sedans Compactos,9482,9482,6,0,2024-01.pdf
2024-01,automoveis,Sedans Grandes,499,488,12,11,2024-01.pdf
2024-01,automoveis,Sedans Pequenos,4701,4701,6,0,2024-01.pdf
2024-01,automoveis,Sedans médios,3654,3654,18,0,2024-01.pdf
2024-01,automoveis,Sports,236,218,9,18,2024-01.pdf
2024-01,automoveis,Suv's,57061,55236,40,1825,2024-01.pdf
2024-01,automoveis,Sw Grandes,7,7,2,0,2024-01.pdf
2024-01,automoveis,Sw Médios,0,0,0,0,2024-01.pdf
2024-01,automoveis,Veículos de Entrada,6826,6826,5,0,2024-01.pdf
2024-01,comerciais_leves,Furgões,2652,2088,7,564,2024-01.pdf
2024-01,comerciais_leves,Furgões Pequenos,1630,1626,4,4,2024-01.pdf
2024-01,comerciais_leves,Pick-up's Grandes,17616,16726,11,890,2024-01.pdf
2024-01,comerciais_leves,Pick-up's Pequenas,11650,11650,3,0,2024-01.pdf
