mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2020-11,automoveis,Grandcab,1382,1382,4,0,2020-11.pdf
2020-11,automoveis,Hatch Médios,281,260,6,21,2020-11.pdf
2020-11,automoveis,Hatch Pequenos,52190,51953,12,237,2020-11.pdf
2020-11,automoveis,Monocab,1318,1318,4,0,2020-11.pdf
2020-11,automoveis,Sedans Compactos,18499,18488,6,11,2020-11.pdf
2020-11,automoveis,Sedans Grandes,906,834,12,72,2020-11.pdf
2020-11,automoveis,Sedans Pequenos,13875,13875,10,0,2020-11.pdf
2020-11,automoveis,Sedans médios,9009,9007,21,2,2020-11.pdf
2020-11,automoveis,Sports,188,178,9,10,2020-11.pdf
2020-11,automoveis,Suv's,58012,56488,40,1524,2020-11.pdf
2020-11,automoveis,Sw Grandes,6,6,5,0,2020-11.pdf
2020-11,automoveis,Sw Médios,2,2,4,0,2020-11.pdf
2020-11,automoveis,Veículos de Entrada,21806,21805,9,1,2020-11.pdf
2020-11,comerciais_leves,Furgões,2159,1595,7,564,2020-11.pdf
2020-11,comerciais_leves,Furgões Pequenos,2846,2839,4,7,2020-11.pdf
2020-11,comerciais_leves,Pick-up's Grandes,18689,18687,11,2,2020-11.pdf
2020-11,comerciais_leves,Pick-up's Pequenas,13005,13005,6,0,2020-11.pdf
