mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2013-03,automoveis,Grandcab,3191,3191,4,0,2013-03.pdf
2013-03,automoveis,Hatch Médios,9674,9674,6,0,2013-03.pdf
2013-03,automoveis,Hatch Pequenos,55202,55202,11,0,2013-03.pdf
2013-03,automoveis,Monocab,8367,8367,11,0,2013-03.pdf
2013-03,automoveis,Sedans Compactos,9207,9207,6,0,2013-03.pdf
2013-03,automoveis,Sedans Grandes,999,999,12,0,2013-03.pdf
2013-03,automoveis,Sedans Pequenos,34396,34396,10,0,2013-03.pdf
2013-03,automoveis,Sedans médios,16636,16636,21,0,2013-03.pdf
2013-03,automoveis,Sports,268,268,9,0,2013-03.pdf
2013-03,automoveis,Suv's,17844,17844,40,0,2013-03.pdf
2013-03,automoveis,Sw Grandes,61,61,5,0,2013-03.pdf
2013-03,automoveis,Sw Médios,2762,2762,4,0,2013-03.pdf
2013-03,automoveis,Veículos de Entrada,64083,64083,9,0,2013-03.pdf
2013-03,comerciais_leves,Furgões,4781,4781,7,0,2013-03.pdf
2013-03,comerciais_leves,Furgões Pequenos,1665,1665,4,0,2013-03.pdf
2013-03,comerciais_leves,Pick-up's Grandes,13516,13516,11,0,2013-03.pdf
2013-03,comerciais_leves,Pick-up's Pequenas,19951,19951,6,0,2013-03.pdf
