mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2019-09,automoveis,Grandcab,2291,2290,4,1,2019-09.pdf
2019-09,automoveis,Hatch Médios,453,375,6,78,2019-09.pdf
2019-09,automoveis,Hatch Pequenos,60338,60206,12,132,2019-09.pdf
2019-09,automoveis,Monocab,2358,2358,6,0,2019-09.pdf
2019-09,automoveis,Sedans Compactos,9399,9397,6,2,2019-09.pdf
2019-09,automoveis,Sedans Grandes,712,617,12,95,2019-09.pdf
2019-09,automoveis,Sedans Pequenos,26918,26918,10,0,2019-09.pdf
2019-09,automoveis,Sedans médios,9966,9965,21,1,2019-09.pdf
2019-09,automoveis,Sports,195,175,9,20,2019-09.pdf
2019-09,automoveis,Suv's,50552,48993,40,1559,2019-09.pdf
2019-09,automoveis,Sw Grandes,33,33,5,0,2019-09.pdf
2019-09,automoveis,Sw Médios,436,436,4,0,2019-09.pdf
2019-09,automoveis,Veículos de Entrada,24107,24103,9,4,2019-09.pdf
2019-09,comerciais_leves,Furgões,2986,2518,7,468,2019-09.pdf
2019-09,comerciais_leves,Furgões Pequenos,1836,1836,4,0,2019-09.pdf
2019-09,comerciais_leves,Pick-up's Grandes,18619,18615,11,4,2019-09.pdf
2019-09,comerciais_leves,Pick-up's Pequenas,11975,11975,6,0,2019-09.pdf
