mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2018-03,automoveis,Grandcab,1380,1379,4,1,2018-03.pdf
2018-03,automoveis,Hatch Médios,1245,1212,6,33,2018-03.pdf
2018-03,automoveis,Hatch Pequenos,44759,44698,12,61,2018-03.pdf
2018-03,automoveis,Monocab,3022,3022,6,0,2018-03.pdf
2018-03,automoveis,Sedans Compactos,6122,6122,6,0,2018-03.pdf
2018-03,automoveis,Sedans Grandes,847,786,12,61,2018-03.pdf
2018-03,automoveis,Sedans Pequenos,24918,24916,10,2,2018-03.pdf
2018-03,automoveis,Sedans médios,13322,13305,21,17,2018-03.pdf
2018-03,automoveis,Sports,252,224,9,28,2018-03.pdf
2018-03,automoveis,Suv's,43616,42752,40,864,2018-03.pdf
2018-03,automoveis,Sw Grandes,91,91,3,0,2018-03.pdf
2018-03,automoveis,Sw Médios,641,641,3,0,2018-03.pdf
2018-03,automoveis,Veículos de Entrada,32508,32506,9,2,2018-03.pdf
2018-03,comerciais_leves,Furgões,1924,1692,7,232,2018-03.pdf
2018-03,comerciais_leves,Furgões Pequenos,930,927,4,3,2018-03.pdf
2018-03,comerciais_leves,Pick-up's Grandes,14511,14503,11,8,2018-03.pdf
2018-03,comerciais_leves,Pick-up's Pequenas,9994,9994,3,0,2018-03.pdf
