mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2014-07,automoveis,Grandcab,3849,3849,4,0,2014-07.pdf
2014-07,automoveis,Hatch Médios,7573,7573,6,0,2014-07.pdf
2014-07,automoveis,Hatch Pequenos,55132,55132,11,0,2014-07.pdf
2014-07,automoveis,Monocab,8419,8419,11,0,2014-07.pdf
2014-07,automoveis,Sedans Compactos,8075,8075,6,0,2014-07.pdf
2014-07,automoveis,Sedans Grandes,1072,1072,12,0,2014-07.pdf
2014-07,automoveis,Sedans Pequenos,44585,44585,10,0,2014-07.pdf
2014-07,automoveis,Sedans médios,19678,19678,21,0,2014-07.pdf
2014-07,automoveis,Sports,178,178,9,0,2014-07.pdf
2014-07,automoveis,Suv's,26271,26271,40,0,2014-07.pdf
2014-07,automoveis,Sw Grandes,13,13,6,0,2014-07.pdf
2014-07,automoveis,Sw Médios,2753,2753,4,0,2014-07.pdf
2014-07,automoveis,Veículos de Entrada,53672,53672,9,0,2014-07.pdf
2014-07,comerciais_leves,Furgões,3812,3812,7,0,2014-07.pdf
2014-07,comerciais_leves,Furgões Pequenos,2967,2967,4,0,2014-07.pdf
2014-07,comerciais_leves,Pick-up's Grandes,15037,15037,11,0,2014-07.pdf
2014-07,comerciais_leves,Pick-up's Pequenas,22361,22361,6,0,2014-07.pdf
