mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2005-05,automoveis,Grandcab,2560,2560,4,0,2005-05.pdf
2005-05,automoveis,Hatch Médios,5653,5653,6,0,2005-05.pdf
2005-05,automoveis,Hatch Pequenos,15395,15395,8,0,2005-05.pdf
2005-05,automoveis,Monocab,5839,5839,5,0,2005-05.pdf
2005-05,automoveis,Sedans Compactos,2561,2561,6,0,2005-05.pdf
2005-05,automoveis,Sedans Grandes,501,501,12,0,2005-05.pdf
2005-05,automoveis,Sedans Pequenos,17519,17519,8,0,2005-05.pdf
2005-05,automoveis,Sedans médios,6220,6220,15,0,2005-05.pdf
2005-05,automoveis,Sports,28,28,9,0,2005-05.pdf
2005-05,automoveis,Suv's,5044,5044,40,0,2005-05.pdf
2005-05,automoveis,Sw Grandes,719,719,8,0,2005-05.pdf
2005-05,automoveis,Sw Médios,3858,3858,4,0,2005-05.pdf
2005-05,automoveis,Veículos de Entrada,53054,53054,9,0,2005-05.pdf
2005-05,comerciais_leves,Furgões,2035,2035,7,0,2005-05.pdf
2005-05,comerciais_leves,Furgões Pequenos,1103,1103,4,0,2005-05.pdf
2005-05,comerciais_leves,Pick-up's Grandes,5817,5817,11,0,2005-05.pdf
2005-05,comerciais_leves,Pick-up's Pequenas,6755,6755,6,0,2005-05.pdf
