mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2018-09,automoveis,Grandcab,1829,1828,4,1,2018-09.pdf
2018-09,automoveis,Hatch Médios,950,888,6,62,2018-09.pdf
2018-09,automoveis,Hatch Pequenos,51280,51252,12,28,2018-09.pdf
2018-09,automoveis,Monocab,2293,2293,7,0,2018-09.pdf
2018-09,automoveis,Sedans Compactos,8705,8705,6,0,2018-09.pdf
2018-09,automoveis,Sedans Grandes,641,596,12,45,2018-09.pdf
2018-09,automoveis,Sedans Pequenos,25820,25819,10,1,2018-09.pdf
2018-09,automoveis,Sedans médios,10912,10910,21,2,2018-09.pdf
2018-09,automoveis,Sports,173,150,9,23,2018-09.pdf
2018-09,automoveis,Suv's,40698,39298,40,1400,2018-09.pdf
2018-09,automoveis,Sw Grandes,44,44,6,0,2018-09.pdf
2018-09,automoveis,Sw Médios,886,885,4,1,2018-09.pdf
2018-09,automoveis,Veículos de Entrada,28935,28933,9,2,2018-09.pdf
2018-09,comerciais_leves,Furgões,2461,2033,7,428,2018-09.pdf
2018-09,comerciais_leves,Furgões Pequenos,1471,1468,4,3,2018-09.pdf
2018-09,comerciais_leves,Pick-up's Grandes,17288,17283,11,5,2018-09.pdf
2018-09,comerciais_leves,Pick-up's Pequenas,10311,10311,4,0,2018-09.pdf
