mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2006-07,automoveis,Grandcab,1955,1955,4,0,2006-07.pdf
2006-07,automoveis,Hatch Médios,5589,5589,6,0,2006-07.pdf
2006-07,automoveis,Hatch Pequenos,20233,20233,8,0,2006-07.pdf
2006-07,automoveis,Monocab,6692,6692,8,0,2006-07.pdf
2006-07,automoveis,Sedans Compactos,2002,2002,6,0,2006-07.pdf
2006-07,automoveis,Sedans Grandes,564,564,12,0,2006-07.pdf
2006-07,automoveis,Sedans Pequenos,20049,20049,7,0,2006-07.pdf
2006-07,automoveis,Sedans médios,11711,11711,20,0,2006-07.pdf
2006-07,automoveis,Sports,60,60,9,0,2006-07.pdf
2006-07,automoveis,Suv's,6501,6501,40,0,2006-07.pdf
2006-07,automoveis,Sw Grandes,702,702,11,0,2006-07.pdf
2006-07,automoveis,Sw Médios,4998,4998,4,0,2006-07.pdf
2006-07,automoveis,Veículos de Entrada,59725,59725,9,0,2006-07.pdf
2006-07,comerciais_leves,Furgões,2701,2701,7,0,2006-07.pdf
2006-07,comerciais_leves,Furgões Pequenos,1403,1403,4,0,2006-07.pdf
2006-07,comerciais_leves,Pick-up's Grandes,5436,5436,11,0,2006-07.pdf
2006-07,comerciais_leves,Pick-up's Pequenas,7121,7121,6,0,2006-07.pdf
