mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2014-03,automoveis,Grandcab,2624,2624,4,0,2014-03.pdf
2014-03,automoveis,Hatch Médios,7105,7105,6,0,2014-03.pdf
2014-03,automoveis,Hatch Pequenos,49801,49801,11,0,2014-03.pdf
2014-03,automoveis,Monocab,6197,6197,11,0,2014-03.pdf
2014-03,automoveis,Sedans Compactos,6425,6425,6,0,2014-03.pdf
2014-03,automoveis,Sedans Grandes,1186,1186,12,0,2014-03.pdf
2014-03,automoveis,Sedans Pequenos,31001,31001,10,0,2014-03.pdf
2014-03,automoveis,Sedans médios,14507,14507,21,0,2014-03.pdf
2014-03,automoveis,Sports,166,166,9,0,2014-03.pdf
2014-03,automoveis,Suv's,18855,18855,40,0,2014-03.pdf
2014-03,automoveis,Sw Grandes,7,7,6,0,2014-03.pdf
2014-03,automoveis,Sw Médios,2185,2185,4,0,2014-03.pdf
2014-03,automoveis,Veículos de Entrada,46459,46459,9,0,2014-03.pdf
2014-03,comerciais_leves,Furgões,3312,3312,7,0,2014-03.pdf
2014-03,comerciais_leves,Furgões Pequenos,2351,2351,4,0,2014-03.pdf
2014-03,comerciais_leves,Pick-up's Grandes,11666,11666,11,0,2014-03.pdf
2014-03,comerciais_leves,Pick-up's Pequenas,20641,20641,6,0,2014-03.pdf
