mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2017-07,automoveis,Grandcab,2132,2132,4,0,2017-07.pdf
2017-07,automoveis,Hatch Médios,1632,1540,6,92,2017-07.pdf
2017-07,automoveis,Hatch Pequenos,43082,39265,10,3817,2017-07.pdf
2017-07,automoveis,Monocab,2221,2221,10,0,2017-07.pdf
2017-07,automoveis,Sedans Compactos,3179,3179,6,0,2017-07.pdf
2017-07,automoveis,Sedans Grandes,855,754,12,101,2017-07.pdf
2017-07,automoveis,Sedans Pequenos,22561,22561,10,0,2017-07.pdf
2017-07,automoveis,Sedans médios,13750,13700,21,50,2017-07.pdf
2017-07,automoveis,Sports,96,74,9,22,2017-07.pdf
2017-07,automoveis,Suv's,32562,31810,40,752,2017-07.pdf
2017-07,automoveis,Sw Grandes,67,67,6,0,2017-07.pdf
2017-07,automoveis,Sw Médios,371,371,4,0,2017-07.pdf
2017-07,automoveis,Veículos de Entrada,29183,29181,9,2,2017-07.pdf
2017-07,comerciais_leves,Furgões,1779,1543,7,236,2017-07.pdf
2017-07,comerciais_leves,Furgões Pequenos,1191,1188,4,3,2017-07.pdf
2017-07,comerciais_leves,Pick-up's Grandes,15409,15407,11,2,2017-07.pdf
2017-07,comerciais_leves,Pick-up's Pequenas,8764,8764,6,0,2017-07.pdf
