mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2007-08,automoveis,Grandcab,2675,2675,4,0,2007-08.pdf
2007-08,automoveis,Hatch Médios,8687,8687,6,0,2007-08.pdf
2007-08,automoveis,Hatch Pequenos,29577,29577,8,0,2007-08.pdf
2007-08,automoveis,Monocab,8955,8955,10,0,2007-08.pdf
2007-08,automoveis,Sedans Compactos,3451,3451,6,0,2007-08.pdf
2007-08,automoveis,Sedans Grandes,610,610,12,0,2007-08.pdf
2007-08,automoveis,Sedans Pequenos,32374,32374,10,0,2007-08.pdf
2007-08,automoveis,Sedans médios,14435,14435,21,0,2007-08.pdf
2007-08,automoveis,Sports,71,71,9,0,2007-08.pdf
2007-08,automoveis,Suv's,10735,10735,40,0,2007-08.pdf
2007-08,automoveis,Sw Grandes,1834,1834,11,0,2007-08.pdf
2007-08,automoveis,Sw Médios,6891,6891,4,0,2007-08.pdf
2007-08,automoveis,Veículos de Entrada,76464,76464,9,0,2007-08.pdf
2007-08,comerciais_leves,Furgões,4171,4171,7,0,2007-08.pdf
2007-08,comerciais_leves,Furgões Pequenos,1805,1805,4,0,2007-08.pdf
2007-08,comerciais_leves,Pick-up's Grandes,6701,6701,11,0,2007-08.pdf
2007-08,comerciais_leves,Pick-up's Pequenas,12517,12517,6,0,2007-08.pdf
