mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2005-11,automoveis,Grandcab,2523,2523,4,0,2005-11.pdf
2005-11,automoveis,Hatch Médios,4952,4952,6,0,2005-11.pdf
2005-11,automoveis,Hatch Pequenos,23050,23050,10,0,2005-11.pdf
2005-11,automoveis,Monocab,9051,9051,9,0,2005-11.pdf
2005-11,automoveis,Sedans Compactos,1629,1629,6,0,2005-11.pdf
2005-11,automoveis,Sedans Grandes,522,522,12,0,2005-11.pdf
2005-11,automoveis,Sedans Pequenos,17357,17357,9,0,2005-11.pdf
2005-11,automoveis,Sedans médios,9431,9431,18,0,2005-11.pdf
2005-11,automoveis,Sports,69,69,9,0,2005-11.pdf
2005-11,automoveis,Suv's,7191,7191,40,0,2005-11.pdf
2005-11,automoveis,Sw Grandes,849,849,10,0,2005-11.pdf
2005-11,automoveis,Sw Médios,4523,4523,4,0,2005-11.pdf
2005-11,automoveis,Veículos de Entrada,54815,54815,9,0,2005-11.pdf
2005-11,comerciais_leves,Furgões,1816,1816,7,0,2005-11.pdf
2005-11,comerciais_leves,Furgões Pequenos,1256,1256,4,0,2005-11.pdf
2005-11,comerciais_leves,Pick-up's Grandes,5471,5471,11,0,2005-11.pdf
2005-11,comerciais_leves,Pick-up's Pequenas,5784,5784,6,0,2005-11.pdf
