mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2008-07,automoveis,Grandcab,2498,2498,4,0,2008-07.pdf
2008-07,automoveis,Hatch Médios,13588,13588,6,0,2008-07.pdf
2008-07,automoveis,Hatch Pequenos,32154,32154,11,0,2008-07.pdf
2008-07,automoveis,Monocab,10988,10988,10,0,2008-07.pdf
2008-07,automoveis,Sedans Compactos,3630,3630,6,0,2008-07.pdf
2008-07,automoveis,Sedans Grandes,1327,1327,12,0,2008-07.pdf
2008-07,automoveis,Sedans Pequenos,34320,34320,10,0,2008-07.pdf
2008-07,automoveis,Sedans médios,19673,19673,21,0,2008-07.pdf
2008-07,automoveis,Sports,146,146,9,0,2008-07.pdf
2008-07,automoveis,Suv's,14336,14336,40,0,2008-07.pdf
2008-07,automoveis,Sw Grandes,1082,1082,11,0,2008-07.pdf
2008-07,automoveis,Sw Médios,8548,8548,4,0,2008-07.pdf
2008-07,automoveis,Veículos de Entrada,93772,93772,9,0,2008-07.pdf
2008-07,comerciais_leves,Furgões,6568,6568,7,0,2008-07.pdf
2008-07,comerciais_leves,Furgões Pequenos,2294,2294,4,0,2008-07.pdf
2008-07,comerciais_leves,Pick-up's Grandes,9663,9663,11,0,2008-07.pdf
2008-07,comerciais_leves,Pick-up's Pequenas,14605,14605,6,0,2008-07.pdf
