mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2025-04,automoveis,Grandcab,1769,1769,4,0,2025-04.pdf
2025-04,automoveis,Hatch Médios,46,44,6,2,2025-04.pdf
2025-04,automoveis,Hatch Pequenos,39216,39127,12,89,2025-04.pdf
2025-04,automoveis,Monocab,0,0,1,0,2025-04.pdf
2025-04,automoveis,Sedans Compactos,9815,9815,6,0,2025-04.pdf
2025-04,automoveis,Sedans Grandes,728,713,12,15,2025-04.pdf
2025-04,automoveis,Sedans Pequenos,6288,6288,5,0,2025-04.pdf
2025-04,automoveis,Sedans médios,5714,5714,20,0,2025-04.pdf
2025-04,automoveis,Sports,268,242,9,26,2025-04.pdf
2025-04,automoveis,Suv's,78417,75843,40,2574,2025-04.pdf
2025-04,automoveis,Sw Grandes,11,11,2,0,2025-04.pdf
2025-04,automoveis,Sw Médios,0,0,0,0,2025-04.pdf
2025-04,automoveis,Veículos de Entrada,9934,9934,7,0,2025-04.pdf
2025-04,comerciais_leves,Furgões,4429,3583,7,846,2025-04.pdf
2025-04,comerciais_leves,Furgões Pequenos,2067,2056,4,11,2025-04.pdf
2025-04,comerciais_leves,Pick-up's Grandes,22745,21047,11,1698,2025-04.pdf
2025-04,comerciais_leves,Pick-up's Pequenas,15533,15533,3,0,2025-04.pdf
