mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2023-02,automoveis,Grandcab,1326,1325,4,1,2023-02.pdf
2023-02,automoveis,Hatch Médios,60,57,6,3,2023-02.pdf
2023-02,automoveis,Hatch Pequenos,23133,23126,12,7,2023-02.pdf
2023-02,automoveis,Monocab,5,5,2,0,2023-02.pdf
2023-02,automoveis,Sedans Compactos,7967,7967,6,0,2023-02.pdf
2023-02,automoveis,Sedans Grandes,596,586,12,10,2023-02.pdf
2023-02,automoveis,Sedans Pequenos,2864,2864,6,0,2023-02.pdf
2023-02,automoveis,Sedans médios,3286,3286,16,0,2023-02.pdf
2023-02,automoveis,Sports,198,182,9,16,2023-02.pdf
2023-02,automoveis,Suv's,47255,46173,40,1082,2023-02.pdf
2023-02,automoveis,Sw Grandes,2,2,1,0,2023-02.pdf
2023-02,automoveis,Sw Médios,1,1,2,0,2023-02.pdf
2023-02,automoveis,Veículos de Entrada,9085,9085,9,0,2023-02.pdf
2023-02,comerciais_leves,Furgões,1932,1610,7,322,2023-02.pdf
2023-02,comerciais_leves,Furgões Pequenos,988,988,4,0,2023-02.pdf
2023-02,comerciais_leves,Pick-up's Grandes,12097,11678,11,419,2023-02.pdf
2023-02,comerciais_leves,Pick-up's Pequenas,8929,8929,3,0,2023-02.pdf
