mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2008-03,automoveis,Grandcab,2248,2202,4,46,2008-03.pdf
2008-03,automoveis,Hatch Médios,13734,11301,6,2433,2008-03.pdf
2008-03,automoveis,Hatch Pequenos,25446,25446,11,0,2008-03.pdf
2008-03,automoveis,Monocab,9020,9020,7,0,2008-03.pdf
2008-03,automoveis,Sedans Compactos,2854,2854,6,0,2008-03.pdf
2008-03,automoveis,Sedans Grandes,1014,909,12,105,2008-03.pdf
2008-03,automoveis,Sedans Pequenos,29900,29900,10,0,2008-03.pdf
2008-03,automoveis,Sedans médios,14178,14176,21,2,2008-03.pdf
2008-03,automoveis,Sports,135,96,9,39,2008-03.pdf
2008-03,automoveis,Suv's,11696,11671,40,25,2008-03.pdf
2008-03,automoveis,Sw Grandes,922,922,9,0,2008-03.pdf
2008-03,automoveis,Sw Médios,6208,6208,4,0,2008-03.pdf
2008-03,automoveis,Veículos de Entrada,76619,76619,9,0,2008-03.pdf
2008-03,comerciais_leves,Furgões,5177,4830,7,347,2008-03.pdf
2008-03,comerciais_leves,Furgões Pequenos,1908,1879,4,29,2008-03.pdf
2008-03,comerciais_leves,Pick-up's Grandes,7457,7456,11,1,2008-03.pdf
2008-03,comerciais_leves,Pick-up's Pequenas,12297,12297,6,0,2008-03.pdf
