mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2024-05,automoveis,Grandcab,2533,2533,4,0,2024-05.pdf
2024-05,automoveis,Hatch Médios,74,63,6,11,2024-05.pdf
2024-05,automoveis,Hatch Pequenos,38687,38516,12,171,2024-05.pdf
2024-05,automoveis,Monocab,11,11,3,0,2024-05.pdf
2024-05,automoveis,Sedans Compactos,10769,10768,6,1,2024-05.pdf
2024-05,automoveis,Sedans Grandes,716,708,12,8,2024-05.pdf
2024-05,automoveis,Sedans Pequenos,6711,6711,7,0,2024-05.pdf
2024-05,automoveis,Sedans médios,3700,3700,21,0,2024-05.pdf
2024-05,automoveis,Sports,307,284,9,23,2024-05.pdf
2024-05,automoveis,Suv's,71514,68983,40,2531,2024-05.pdf
2024-05,automoveis,Sw Grandes,3,3,2,0,2024-05.pdf
2024-05,automoveis,Sw Médios,0,0,2,0,2024-05.pdf
2024-05,automoveis,Veículos de Entrada,8952,8952,9,0,2024-05.pdf
2024-05,comerciais_leves,Furgões,2157,1546,7,611,2024-05.pdf
2024-05,comerciais_leves,Furgões Pequenos,1177,1168,4,9,2024-05.pdf
2024-05,comerciais_leves,Pick-up's Grandes,21304,20348,11,956,2024-05.pdf
2024-05,comerciais_leves,Pick-up's Pequenas,14530,14530,5,0,2024-05.pdf
