mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2007-09,automoveis,Grandcab,2386,2386,4,0,2007-09.pdf
2007-09,automoveis,Hatch Médios,8687,8687,6,0,2007-09.pdf
2007-09,automoveis,Hatch Pequenos,24544,24544,8,0,2007-09.pdf
2007-09,automoveis,Monocab,8246,8246,10,0,2007-09.pdf
2007-09,automoveis,Sedans Compactos,2857,2857,6,0,2007-09.pdf
2007-09,automoveis,Sedans Grandes,559,559,12,0,2007-09.pdf
2007-09,automoveis,Sedans Pequenos,27743,27743,10,0,2007-09.pdf
2007-09,automoveis,Sedans médios,14150,14150,21,0,2007-09.pdf
2007-09,automoveis,Sports,75,75,9,0,2007-09.pdf
2007-09,automoveis,Suv's,9656,9656,40,0,2007-09.pdf
2007-09,automoveis,Sw Grandes,1210,1210,11,0,2007-09.pdf
2007-09,automoveis,Sw Médios,6047,6047,4,0,2007-09.pdf
2007-09,automoveis,Veículos de Entrada,64522,64522,9,0,2007-09.pdf
2007-09,comerciais_leves,Furgões,3412,3412,7,0,2007-09.pdf
2007-09,comerciais_leves,Furgões Pequenos,1605,1605,4,0,2007-09.pdf
2007-09,comerciais_leves,Pick-up's Grandes,6117,6117,11,0,2007-09.pdf
2007-09,comerciais_leves,Pick-up's Pequenas,9989,9989,6,0,2007-09.pdf
