mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2021-05,automoveis,Grandcab,2367,2367,4,0,2021-05.pdf
2021-05,automoveis,Hatch Médios,142,127,6,15,2021-05.pdf
2021-05,automoveis,Hatch Pequenos,31994,31973,12,21,2021-05.pdf
2021-05,automoveis,Monocab,1310,1310,6,0,2021-05.pdf
2021-05,automoveis,Sedans Compactos,8150,8149,6,1,2021-05.pdf
2021-05,automoveis,Sedans Grandes,755,720,12,35,2021-05.pdf
2021-05,automoveis,Sedans Pequenos,10208,10208,10,0,2021-05.pdf
2021-05,automoveis,Sedans médios,6418,6416,21,2,2021-05.pdf
2021-05,automoveis,Sports,364,332,9,32,2021-05.pdf
2021-05,automoveis,Suv's,59017,57602,40,1415,2021-05.pdf
2021-05,automoveis,Sw Grandes,11,11,4,0,2021-05.pdf
2021-05,automoveis,Sw Médios,1,1,4,0,2021-05.pdf
2021-05,automoveis,Veículos de Entrada,21869,21869,9,0,2021-05.pdf
2021-05,comerciais_leves,Furgões,3278,2790,7,488,2021-05.pdf
2021-05,comerciais_leves,Furgões Pequenos,1703,1702,4,1,2021-05.pdf
2021-05,comerciais_leves,Pick-up's Grandes,14851,14849,11,2,2021-05.pdf
2021-05,comerciais_leves,Pick-up's Pequenas,12896,12896,5,0,2021-05.pdf
