mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2009-06,automoveis,Grandcab,2408,2408,4,0,2009-06.pdf
2009-06,automoveis,Hatch Médios,11413,11413,6,0,2009-06.pdf
2009-06,automoveis,Hatch Pequenos,36579,36579,11,0,2009-06.pdf
2009-06,automoveis,Monocab,12913,12913,11,0,2009-06.pdf
2009-06,automoveis,Sedans Compactos,4811,4811,6,0,2009-06.pdf
2009-06,automoveis,Sedans Grandes,1584,1584,12,0,2009-06.pdf
2009-06,automoveis,Sedans Pequenos,50535,50535,10,0,2009-06.pdf
2009-06,automoveis,Sedans médios,19225,19225,21,0,2009-06.pdf
2009-06,automoveis,Sports,76,76,9,0,2009-06.pdf
2009-06,automoveis,Suv's,14173,14173,40,0,2009-06.pdf
2009-06,automoveis,Sw Grandes,410,410,11,0,2009-06.pdf
2009-06,automoveis,Sw Médios,7372,7372,4,0,2009-06.pdf
2009-06,automoveis,Veículos de Entrada,91805,91805,9,0,2009-06.pdf
2009-06,comerciais_leves,Furgões,4524,4524,7,0,2009-06.pdf
2009-06,comerciais_leves,Furgões Pequenos,2204,2204,4,0,2009-06.pdf
2009-06,comerciais_leves,Pick-up's Grandes,10315,10315,11,0,2009-06.pdf
2009-06,comerciais_leves,Pick-up's Pequenas,14937,14937,6,0,2009-06.pdf
