mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2011-08,automoveis,Grandcab,2136,2136,4,0,2011-08.pdf
2011-08,automoveis,Hatch Médios,15452,15452,6,0,2011-08.pdf
2011-08,automoveis,Hatch Pequenos,45516,45516,11,0,2011-08.pdf
2011-08,automoveis,Monocab,10463,10463,11,0,2011-08.pdf
2011-08,automoveis,Sedans Compactos,7706,7706,6,0,2011-08.pdf
2011-08,automoveis,Sedans Grandes,2376,2376,12,0,2011-08.pdf
2011-08,automoveis,Sedans Pequenos,38208,38208,10,0,2011-08.pdf
2011-08,automoveis,Sedans médios,16865,16865,21,0,2011-08.pdf
2011-08,automoveis,Sports,334,334,9,0,2011-08.pdf
2011-08,automoveis,Suv's,23218,23218,40,0,2011-08.pdf
2011-08,automoveis,Sw Grandes,1175,1175,10,0,2011-08.pdf
2011-08,automoveis,Sw Médios,4665,4665,4,0,2011-08.pdf
2011-08,automoveis,Veículos de Entrada,85020,85020,9,0,2011-08.pdf
2011-08,comerciais_leves,Furgões,7344,7344,7,0,2011-08.pdf
2011-08,comerciais_leves,Furgões Pequenos,3044,3044,4,0,2011-08.pdf
2011-08,comerciais_leves,Pick-up's Grandes,13542,13542,11,0,2011-08.pdf
2011-08,comerciais_leves,Pick-up's Pequenas,23956,23956,6,0,2011-08.pdf
